ID|Emotion|Factor|Situation|Memories
191|Jealousy|Jealousy-0|Your spouse/partner engaged in in touch while talking with his/her colleague of an opposite sex.|I am present at a social event and notice my spouse/partner engaging in a conversation with a colleague of the opposite sex. During their interaction, I observe a moment where physical contact is made between them.~After the colleague departs, I approach my spouse/partner. I question them about the specifics of their exchange and mention the physical contact that I observed between them and their colleague.~My spouse/partner offers an explanation about the content of their conversation with the colleague. They describe the physical contact as a friendly gesture, devoid of any other implications.~I take some time to consider the explanation provided by my spouse/partner regarding their conversation and the physical contact with their colleague.~After reflecting on the situation, I decide to proceed with the remainder of the day's schedule, participating in the planned activities with my spouse/partner.
192|Jealousy|Jealousy-0|Your spouse/partner discussed relationship issues with his/her colleague of an opposite sex.|I was informed that my spouse had engaged in a dialogue with a co-worker regarding our personal relationship.~This colleague, whom they partner with frequently on work assignments, happens to be of the opposite sex.~Their exchange occurred at the office during a period allocated for lunch.~During our conversation, my spouse indicated that the co-worker offered different viewpoints and thoughts on the topics they covered.~Subsequently, my spouse communicated to me the substance of their discussion and the guidance given by the colleague.
199|Jealousy|Jealousy-1|Your spouse/partner provided/received emotional support to his/her colleague of a same sex.|I see my spouse in the presence of a coworker. They are both seated and engaged in what seems to be an important discussion.~During a separate conversation, my spouse brings up the coworker's recent personal troubles and mentions they had given counsel and assistance.~It becomes apparent to me that my spouse is dedicating more time to communicate with this coworker, occasionally doing so beyond the regular working hours.~A message appears on my spouse's phone, it's from the coworker, expressing thanks for the support my spouse has offered in a time of need.~I am by myself at home while my spouse is at a scheduled meeting with the coworker, purportedly to continue providing support.
200|Jealousy|Jealousy-1|Your spouse/partner engaged in conversational messages/emails with his/her colleague of a same sex.|I check the phone bill and notice an increased number of messages sent to a particular number. Upon further investigation, I find that it is the contact number of a colleague of my spouse.~I glance over some of the messages on my spouse's phone while they are in the shower. The messages cover a range of topics from work-related discussions to casual conversations about what they did during the day.~I observe my spouse dedicating more time to their phone and computer. They seem to be engaged in longer conversations with the same colleague.~I choose a time when we are both available to talk, and I ask my spouse about the frequent communication with their colleague. I seek to understand the nature and extent of their interactions.~My spouse responds to my inquiry, detailing how their relationship with the colleague developed. They describe the work projects that connect them and the reasons for their regular communication.
201|Jealousy|Jealousy-1|Your spouse/partner complimented appearance of his/her colleague of a same sex.|While at a social event, I notice my spouse/partner's gaze directed towards a colleague. It appears to be a casual observation.~Later, my spouse/partner makes a comment, noting the colleague's attire and remarking on its professionalism.~As the evening progresses, I hear my spouse/partner discuss the colleague's clothing choices in more detail, mentioning the color and fit of the attire.~At one point, I watch my spouse/partner engage in a more extensive conversation with the colleague, focusing on various fashion preferences and styles.~Eventually, I redirect my attention back to my own tasks, while my spouse/partner and the colleague continue their discussion on the aforementioned topic.
202|Jealousy|Jealousy-1|Your spouse/partner engaged in in touch while talking with his/her colleague of a same sex.|I see my spouse talking to a colleague of the same sex. They appear to be having a professional discussion.~During their conversation, there is a moment where a touch is exchanged between them, seemingly to emphasize a point.~I continue observing as they communicate. The touch seems to recur occasionally as they interact.~Once the conversation between my spouse and the colleague concludes, I walk over to my spouse.~I start a conversation with my spouse, inquiring about the nature of the discussion I just witnessed.
203|Jealousy|Jealousy-1|Your spouse/partner discussed relationship issues with his/her colleague of a same sex.|Over the past few weeks, I have noticed a change in routine as my spouse has been arriving home from work later than what was usual previously.~During one evening, my spouse brings up a discussion that occurred at work, involving a colleague. The topic of the conversation was centered around some of the challenges we've been facing in our relationship.~The colleague with whom my spouse has been conversing shares the same gender as my spouse. This was mentioned in the context of the work conversation.~My spouse goes on to detail that the colleague has been providing support by listening and by recounting personal experiences that may relate to our situation.~In the course of our conversation, my spouse emphasizes that the intent behind these discussions with the colleague is to explore avenues for enhancing the dynamics of our relationship.
210|Jealousy|Jealousy-2|"Imagine that you just bought a new laptop and you are happy with all its new features and its superior speed, screen resolution, and memory capacity. You paid $1150 for the laptop and shared about your new laptop on social media. Now imagine that an acquaintance approaches you and says, ""I saw your post online. Nice laptop! I just got the same one. I got a nice deal and paid $650 for mine. How about you?"""|I select a new laptop from the electronics store and complete the purchase for $1150. I note the specifications of the laptop, including its processing speed, high screen resolution, and substantial memory capacity.~Later, I decide to post about the recent laptop acquisition on my social media profiles. In the post, I outline the key features of the laptop and mention the purchase price of $1150.~In the days following my social media update, an acquaintance makes a comment about seeing the post regarding my new laptop.~During our conversation, the acquaintance mentions that they also recently purchased a laptop. They reveal that it is the same model as mine and that they were able to buy it for $650.~Upon hearing this information, I acknowledge to the acquaintance that there is a significant price difference of $500 between our two purchases.
211|Jealousy|Jealousy-2|"Imagine that you just went on a vacation to Patagonia in South America and you are happy with all of the activities and experiences that you participated in. You paid $1150 for the vacation and shared about your vacation on social media. Now imagine that an acquaintance approaches you and says, ""I saw your post online. Nice vacation! I just went on the same one. I got a nice deal and paid $650 for mine. How about you?"""|After conducting research on potential vacation destinations, I decide on Patagonia, South America. I proceed to book the necessary arrangements for the trip at a total cost of $1150.~While on the vacation, I participate in a variety of activities. I document these experiences and share the captured moments on my social media platforms.~The vacation concludes and I return home. Subsequently, I re-engage with my usual daily activities.~In a conversation, an acquaintance brings up my social media posts about the vacation. They mention their own trip to Patagonia and discuss the details, including the amount they spent, which was $650.~I hear the acquaintance's detailed description of their experiences during the vacation in Patagonia and take note of the cost they incurred, which they reiterate was $650.
212|Jealousy|Jealousy-3|"This scenario is a story related to your colleague (Pat) and a manager in your team. Pat is your colleague and Pat and you work together with the manager on the team for a year. Both of you do the same task and report to the same manager. Please read the following scenario, imagining that this is your current experience with your manager and colleague (Pat). After being late twice last month, Pat and I were both late again today, and we missed an important team meeting with the department director this morning. As expected, our team manager called us out on this issue. When the manager met with Pat, I was outside of the manager's office and I overheard their conversation. The manager said to Pat: ""Why were you late to the meeting? It was an important meeting. Do you have any problem? Last month, you had been arriving late to work two times. I didn't give you any warnings because I knew your situation at that time. I think you suffer from the same issue and I understand it would be difficult to handle it. As your friend, I am really worried about you and your career. Next time, don't be late to the meeting and work. If you could not make, please let me know in advance. If you need my help, please let me know. Okay?"".After Pat's meeting, I also talked with the manager. I was feared because the manager didn't give me a chance to explain why I could not attend the meeting. The manager with a serious look on his face said to me: ""Do you know why I called you out? You were late to the meeting and it was an important meeting with the department director. You had been late to work twice last month. At that time, I gave you two verbal warnings. This is the last verbal warning. Don't be late next time. If you are late again, I have to give you a written warning and this will be placed in your employee file and impact your performance evaluation according to the company policies."""|The morning begins with the sudden realization of the current time. Both Pat and I have not awoken at the intended hour, which results in a delay for a scheduled meeting with the department director.~Upon my arrival at the workplace, it comes to my attention that the team manager is requesting a dialogue with Pat and me due to our late appearance.~As I await my turn for the discussion with the manager, I become privy to the exchange between Pat and the manager. The manager addresses Pat's recent pattern of lateness and extends an offer of assistance.~When it is my time to converse with the manager, I am reminded of my history of similar infractions. A final verbal warning is given to me, clarifying that any future delays will have serious repercussions.~The interaction with the manager reaches its end without the chance for me to explain the reasons behind my delayed arrival. The significance of this event on my forthcoming performance review is now evident.
213|Jealousy|Jealousy-3|"Imagine that an acquaintance approaches you and says, ""I just got a new laptop with superior speed, screen resolution, and memory capacity. I got a nice deal and paid $650 for it."""|While I was talking with an acquaintance, they mentioned they have recently acquired a new laptop. They shared some specifics about the machine, highlighting its improved processing speed, high screen resolution, and increased memory capacity.~During the conversation, they revealed that the laptop was purchased at a cost of $650. The price was mentioned in a manner that suggested they found it to be a fair deal.~Curious about the laptop, I asked for more details about its specifications and the location of the store where the laptop was purchased.~The acquaintance responded by listing the laptop's features such as the processor type, RAM size, and screen dimensions. They also named the store where they bought the laptop.~After hearing the details, I acknowledged the information about the new laptop and the place of purchase. We wrapped up the conversation, and I proceeded with the rest of my day.
214|Jealousy|Jealousy-3|"Imagine that an acquaintance approaches you and says, ""I just went on a vacation to Patagonia in South America. I got a nice deal and paid $650 for it."""|During a casual conversation, an acquaintance brings up that they have just come back from a trip to Patagonia in South America.~They provide details about securing a promotional deal for their journey, mentioning the total expense was $650.~I take a moment to consider the details shared about the location they visited and the cost associated with their trip.~I respond by acknowledging the advantageous nature of the deal they received for their vacation.~The dialogue continues as I either ask further questions about their trip to Patagonia or steer the conversation towards a different topic.
215|Guilt|Guilt-0|You deceived your friend: In a moment of weakness, you succumbed to the temptation and deceived your friend. Overwhelmed by Fear of judgment or losing their friendship, you chose to hide the truth and instead presented a false reality. Eventually, the truth unraveled, and your friend felt betrayed and hurt by your actions. |I relayed details to my friend regarding a situation. At the time, I believed them to be correct.~Over time, I reiterated the same details whenever the topic came up in conversation with my friend.~Eventually, the true details of the situation were uncovered, highlighting that what I had previously shared was not in line with the actual events.~My friend received the correct information, which differed from what I had initially told them.~Following this discovery, the dynamics of my conversations and interactions with my friend shifted.
216|Guilt|Guilt-0|You uncovered your friend's secret: In a quiet moment of curiosity, you stumbled upon a hidden diary belonging to your closest friend, unaware of the secrets it held within. Unable to resist the temptation, you opened its pages, uncovering the intimate thoughts and emotions your friend had carefully guarded. As the weight of their vulnerability settled upon you, you grappled with the dilemma of whether to confront them with your newfound knowledge or protect their secret, knowing that your actions could forever change the dynamics of your friendship.|During a visit to my friend's residence, I noticed a diary hidden beneath a collection of books on a shelf.~I was prompted by curiosity to open the diary, which contained handwritten entries outlining various personal events and thoughts.~While perusing the diary, I came across private details regarding my friend's life that were previously unknown to me.~Upon closing the diary, I reflected on how this information might affect the dynamic of trust and confidentiality in our friendship.~I resolved to not share the contents with anyone and returned the diary to its original location, while considering how to proceed with our friendship.
217|Guilt|Guilt-0|You told a lie: In a moment of desperation, you found yourself caught in a web of deceit as you told a lie. The words escaped your lips before you could stop them, and with each passing moment, the weight of guilt grew heavier. |I engaged in a conversation with an individual and presented them with information that later turned out to be incorrect.~During our interaction, I watched as the individual took the information I shared at face value and proceeded to use it in their decision-making process.~Subsequently, I became aware of a conflict between the actual state of affairs and the inaccurate details I had communicated.~Later, when questioned for further clarification on the subject, I reiterated the points from the original exchange, keeping consistent with the prior account.~I then took a moment to consider the ramifications of the misinformation on the current scenario, as well as the potential outcomes that might arise.
218|Guilt|Guilt-0|Leaving your wife for a colleague.|The office of the leasing agent is busy when I arrive. I sit down and review the terms of the lease for the new apartment. After reading the document, I sign my name at the bottom, marking the beginning of my tenancy closer to my place of work.~Back in the shared home, I gather boxes and begin to sort through my possessions. I select personal items and belongings that I use individually, carefully packing them into the boxes and labeling each for the move.~One evening, I sit down with my wife in the living room. I explain that I have decided to leave the shared home. I outline my reasons, emphasizing the need for a change in both my personal and professional life.~Upon arrival at the new apartment, I carry my boxes inside. The space is empty and quiet. I start unpacking, setting up furniture, and placing my belongings in their new locations, creating a space that reflects my living preferences.~As the days pass, I find myself engaging more with a colleague at work. We collaborate on various projects and occasionally meet after work hours, sharing insights and experiences from both our professional and personal lives.
219|Guilt|Guilt-0|You cheated on your husband.|I met with someone who is not my spouse and spent time with them. The meeting was not one that my spouse was aware of.~I entered my house at a time that was later than the time I typically arrive.~I observed that my husband had completed the process of making dinner, which, due to the passage of time, had lost its initial warmth.~I perceived that my husband did not appear to have knowledge of my whereabouts or activities from earlier in the day.~I proceeded to the bedroom and lay down. My husband also went to bed, and we both ended the day without engaging in a conversation about the activities of the day.
228|Guilt|Guilt-1|You hurt your friend: In a moment of anger and frustration, you lashed out at your friend, saying hurtful words that cut deep. The pain in their eyes was evident as your words struck their heart, leaving a rift between you. Regret immediately washed over you, realizing the irreversible damage caused by your thoughtless actions. You desperately wanted to take back your hurtful words, but the damage was done. Now, you must face the consequences of your actions and work towards healing the wounds you inflicted upon your friendship.|During a conversation, I notice that my tone is more direct than usual and my choice of words reflects a critical view of my friend's actions.~In the moment after I speak, there is a pause in the exchange. I observe that my friend has stopped responding and their facial expression appears different.~I become aware of the effect my words may have had and I note the shift in my friend's behavior.~I convey an intention to take back what I said before and show an interest in resolving the matter with my friend.~I initiate a new dialogue with my friend to discuss what transpired and consider approaches to repair the disturbance in our rapport.
229|Guilt|Guilt-1|You were hard on your friend: In a moment of frustration and impatience, you found yourself being unnecessarily hard on your friend. Your high expectations and critical remarks caused them to feel discouraged and hurt. Realizing the impact of your words, you regretted your behavior.|I found myself in a dialogue with my friend where I outlined my anticipated outcomes concerning a particular matter.~In the course of our conversation, I offered an evaluation of their actions and decisions, noting areas that could be improved.~After our discussion, it became apparent that there was a shift in my friend's behavior and response.~Upon later contemplation of our exchange, I became aware of the possible implications that my words might have carried.~I decided to engage in another dialogue with my friend to further explore the topics we had previously discussed.
230|Guilt|Guilt-1|You said bad things about your friend: Once upon a time, you found yourself consumed by anger and frustration, and in a moment of heated argument, you said hurtful and demeaning things about your dear friend. The words escaped your lips before you could fully comprehend their impact, and the damage was done. Regret flooded your heart as you realized the depth of pain you had inflicted on your friend and the irreparable harm caused to your relationship. |During a conversation with a friend, I expressed several points that were critical of them. The points were made in a straightforward manner.~As the conversation came to an end, I noticed a shift in my friend's behavior that differed from their usual conduct.~Later on, I reviewed the discourse in my mind and became aware of the weight my statements may carry.~I thought about how to properly approach the situation and the various results that might ensue from the action I was about to take.~I reached out to my friend once more and during this new interaction, I presented more context and elaborated on the topics discussed during our initial conversation.
231|Guilt|Guilt-1|You caused problems for your colleagues because of your actions: You found yourself in a situation where your actions inadvertently caused problems for your colleagues. It started with a simple mistake on your part, but its repercussions quickly became apparent. Your oversight led to delays in project timelines and created additional work for your colleagues, who had to pick up the slack. The atmosphere in the workplace became tense as frustrations grew, and your colleagues struggled to meet their deadlines. Realizing the impact of your actions, you felt a sense of guilt and responsibility for the problems you had caused. |During the review of a report for a client, I failed to notice a critical detail that needed to be included.~The detail that was missed in the report was identified post-submission, necessitating a revision and subsequent resubmission of the document.~At the same time, there was a looming deadline for an additional project, which required my colleagues to divert their time towards rectifying the report. This had an impact on their workflow.~To accommodate for the time spent on corrections and to adhere to the approaching project deadline, the team extended their working hours. This extension led to a shift in the schedule for other tasks.~I recognized the oversight and the increased burden it placed on my colleagues. In response, I contributed extra effort to assist with the completion of the project deadlines.
232|Guilt|Guilt-1|You ignored your friend: In the midst of your busy schedule and personal distractions, you unintentionally ignored your friend's calls and messages. Unaware of the impact, you failed to recognize their need for support and connection. As time passed, the distance between you grew, and your friend felt neglected and hurt. |During a review of my recent activities, I observe that my schedule has been densely packed. This has led to infrequent checks of my mobile device.~Upon a closer examination of my phone, I identify several missed calls and unread messages from a friend. These communications have remained unacknowledged.~As time progresses, I recognize that I have not taken any steps towards reaching out or responding to my friend's attempts to communicate.~I come to the realization that my prolonged silence may be perceived by my friend, although I have no direct knowledge of their thoughts on the matter.~I consider the potential consequences of my lack of response, which could include an increased distance in our friendship.
254|Guilt|Guilt-2|Not enough time spent with your child.|At the conclusion of an extended period of work, I glance at the clock to confirm that the office hours have ended. The duration of my presence at the office totals 11 hours.~Upon my arrival at the residence, I observe that the toys typically scattered during my child's playtime have been organized and stored away.~I notice the presence of the other parent, who is currently in the process of helping our child with the bedtime routine.~I take a seat momentarily at the dining table and my attention is drawn to a piece of paper. It is a drawing, seemingly crafted by my child at some earlier point in the day.~The evening advances, and I participate in the bedtime process by ensuring my child is comfortably settled in bed. The room embodies tranquility as the day reaches its end.
255|Guilt|Guilt-2|Going back to work soon after giving birth.|The period of my maternity leave comes to an end. I spend time organizing my work materials and planning my schedule for the return to my job.~I arrange for care for my newborn during my working hours. I review various options and set up a schedule with a childcare provider.~I spend some time going over my work responsibilities to refresh my memory. I also take the time to update my professional wardrobe to align with my workplace's environment.~On the day of my return, I arrive at my workplace. I familiarize myself with the new and existing projects and start completing my assigned tasks.~I focus on my work throughout the day, completing each task systematically. At the end of the workday, I leave the office and pick up my child from the childcare provider.
256|Guilt|Guilt-2|Smoking in the presence of your children.|I am in the living room where my children are engaged in their play. I decide to light a cigarette in the same room.~After some time, I look around and notice that the smoke from my cigarette is becoming more pronounced within the room, and my children are nearby.~The children are focused on their play and do not seem to register the smoke that has started to spread around the room.~I take action by putting out the cigarette and proceed to open the windows in an effort to introduce cleaner air into the living room.~With the windows open, I watch the children as they carry on with their games. The room is gradually clearing from the earlier smoke.
257|Guilt|Guilt-2|Children have to manage with little money.|As I look at my bank account, I see that the balance is lower than what I expected. I take note of the amount available for use.~Standing in the store, I prioritize the items I need the most, considering the limited financial resources I have at the moment.~With each item I pick up, I add the price in my head, ensuring that the cumulative cost does not surpass the available funds.~Once my selections are made, I approach the cashier, hand over the payment, and carefully review the receipt to confirm the remaining balance.~I carry the purchased essentials back to my residence and proceed to organize and put them away in their designated places.
258|Guilt|Guilt-2|You feel guilty when you cannot keep your promises to your children.|After breakfast, I tell my children that I plan to take them to the park later in the day.~In the afternoon, a situation arises at work that requires my immediate attention, and I stay at the office to address it.~I use my phone to call my children and inform them that I will be unable to take them to the park as previously planned.~I complete the tasks that needed to be done and leave the office. The time is now past the hour I had promised to be at the park.~When I reach home, I observe that my children have engaged themselves in a different activity.
286|Guilt|Guilt-3|You stole something: Once upon a time, you found yourself tempted by a desire you couldn't resist, and you made the regrettable decision to steal something. As you pocketed the item, a rush of adrenaline mixed with guilt washed over you. But as time passed, the weight of your actions grew heavier, and the stolen item became a constant reminder of the wrong you had committed.|Upon entering the store, an item immediately caught my attention. It appeared to be exactly what I had been looking for.~I glanced around the store. The area was momentarily devoid of other customers or staff. I then concealed the item in my pocket.~I proceeded to exit the store, walking past the checkout counters. I left the premises with the item still within the confines of my pocket.~In the following days, I found myself frequently examining the item. Each time, I was aware of the fact that it was in my possession but had not been paid for.~Eventually, I made the decision to revisit the store, bringing the item with me with the intention of discussing its return with a member of the staff.
287|Guilt|Guilt-3|You broke the rules and rode a bicycle with two people on it: Despite knowing the rules and regulations, you decide to break them by riding a bicycle with two people on it. The rush of excitement and the desire to push boundaries lead you to disregard safety precautions and put yourself and others at risk. As you pedal away with your two companions, the wind in your hair, you feel a mix of exhilaration and guilt, knowing that you have chosen to ignore the established rules.|I make a decision to use a bicycle for transportation and extend an invitation to another individual to accompany me on this bicycle intended for solo use.~We initiate the activity, both contributing to the pedaling of the bicycle, which is designed to accommodate only one person.~During the course of our ride, I become cognizant of the regulations that exist, which discourage the operation of a bicycle in this manner.~Notwithstanding my recognition of the hazards that this situation could potentially present, I persist in maneuvering the bicycle with the additional passenger.~In light of the risks and regulations, I choose to continue the journey with the second person on the single-rider bicycle.
288|Guilt|Guilt-3|You crossed the road when the traffic signal was red: You found yourself in a rush, caught up in the hustle and bustle of the city streets. Impatience got the best of you as you crossed the road without hesitation, disregarding the red traffic signal. |I glance at the clock and notice the time, which suggests that I may not arrive at my appointment as scheduled.~As I come upon the crosswalk, my attention is drawn to the pedestrian signal, which is showing a red hand, a standard signal to wait.~Considering the time, I choose to walk across the road while the pedestrian signal is still red.~Having traversed to the other side, I carry on walking along the path that leads to the location of my appointment.~Throughout the remainder of the day, I think back to the point in time when I crossed the road against the pedestrian signal.
289|Guilt|Guilt-3|You broke one of the school rules: You find yourself in a bustling school hallway, surrounded by students rushing to their next class. In the midst of the commotion, you spot an opportunity to take a shortcut through a restricted area. Ignoring the warning signs and the voice of reason in your head, you decide to break one of the school rules and venture into the forbidden zone. As you walk through the prohibited area, a mix of excitement and nervousness fills your mind, aware that you are disobeying the established rules.|I stand in the school hallway, observing the movement of students transitioning between classes. The space is filled with individuals navigating their way.~My attention is drawn to an area marked with signs that explicitly state entry is prohibited. It is clear that the area is off-limits.~Making a decision, I proceed into the restricted area, considering it as a more direct route to my intended destination within the school's layout.~While moving through the area, I am aware of my actions and the knowledge that I am not adhering to the rules set by the school administration.~I emerge from the restricted area and make my way toward the location I had been aiming for, noting that the path taken has shortened the time it would typically take to arrive.
290|Guilt|Guilt-3|You crossed railway tracks at a crossing when the signal was ringing: You found yourself in a rush one day, desperately trying to get to the other side of the railway tracks. Despite the loud ringing of the crossing signal warning of an oncoming train, you chose to take a risky gamble and crossed the tracks anyway. |I glance at the clock and acknowledge that the time indicates I am not on schedule for my upcoming appointment.~As I near the railway crossing, I can see that the barriers are down and lights are flashing, a sign that a train is imminent.~I choose to maneuver across the railway tracks despite the auditory warning of the ringing signal.~Having navigated across the tracks, I find myself on the other side and proceed towards the intended appointment.~I consider the recent event of traversing the railway with the signal active and note the absence of any consequences from the action.
317|Fear|Fear-0|You're jittery, with your heart pounding and stomach knotted, as you scan the room full of people for the disapproving looks that you know will come when you do something wrong.|Upon my arrival in the room, I take a moment to take note of the many individuals gathered within the space.~I begin to systematically look around, observing the individual faces of the attendees to familiarize myself with the group.~I take an action that is not in line with the usual practices of the environment, which could be perceived as unusual or unexpected.~I then turn my attention back to the people around me, watching for any sort of reaction that might follow my unconventional behavior.~With my focus still on the group, I continue my observation, specifically searching for any non-verbal cues that might suggest a lack of acceptance or agreement with my action.
318|Fear|Fear-0|As you wait to give your report on the conference call, you progressively feel nervous and unable to breathe; you put them on hold twice but still are unable to catch your breath.|I check the schedule for the conference call and see that I am listed to give a report. I gather my notes and review them to ensure I am prepared.~The conference call begins and one by one, colleagues provide updates on their work. I listen to each report, taking note of key points while waiting for my turn.~As the time for my report nears, I press the hold button on my phone, postponing my participation for a moment.~Ready to speak, I reach for the phone and accidentally press the hold button once again, causing a slight delay in my report.~I take a moment to concentrate on my breathing, then, feeling composed, I prepare to press the button to resume the call and present my report.
319|Fear|Fear-0|Your voice quivers and you begin to hyperventilate as you give a speech in front of a large group of people who are watching you uneasily.|I am standing in front of an assembly with a microphone in hand, preparing to commence with my speech.~I initiate my address to the audience, noting variations in the pitch and volume of my voice that deviate from my normal speaking tone.~As I proceed with my speech, I become aware of an elevation in my breathing rate, and the breaths I take are shallower and more frequent.~I maintain the course of my speech delivery, taking note of the fact that my visual perspective encompasses a number of individuals who are looking in my direction.~I conclude my speech and move away from the microphone while the audience members stay in their places.
320|Fear|Fear-0|After rehearsal, you gather together with the other members of your church choir to talk; your face feels as if it is swelling, your heart races, and you are unable to articulate ideas properly.|After the rehearsal ends, I become aware that the sensation in my face is unusual, as if there is a sense of swelling present.~While engaging with fellow choir members at the social gathering, I notice that my heart rate seems to be elevated.~As the conversation progresses, I find myself struggling to produce clear sentences and effectively convey my thoughts.~I decide to leave the group temporarily, suggesting that I require a moment outside for some air.~Once isolated, I concentrate on deep breathing and undertake a personal evaluation of my physical state.
321|Fear|Fear-0|Your heart pounds in the suddenly silent room; everyone is watching you, waiting impatiently to hear what you will say.|The room becomes quiet and I notice the change in atmosphere. The visual focus of individuals in the room directs towards me.~I position myself at the forefront of the room, cognizant of the concentrated gaze from the audience. It is apparent that a reaction from me is awaited.~My gaze sweeps across the attendees, registering their facial expressions which reflect a state of expectancy.~I proceed to open my mouth, initiating the process of converting my thoughts into spoken words.~As I start to vocalize, the collective attention of the room remains steadily on me, and I continue to articulate my response.
333|Fear|Fear-1|After jumping out of the car, you start to have a severe panic attack, you become clammy, you are in a knot, and you feel tense all over.|As I step out of the vehicle, I become aware of my heart beating more rapidly and the sensation of my breaths becoming shallower.~I observe a transformation in the surface of my skin, noting that it feels cooler and slightly moist when I touch it.~I detect an involuntary tightening of my muscles, which imparts a feeling of being constricted.~I register a comprehensive rigidity in my body, a state of being that is uniformly unyielding.~I concentrate on the physical sensations within me, recognizing the presence of bodily tension.
334|Fear|Fear-1|Your heart races and blood rushes to your head as you pull into the parking space; you approach the store with cautious steps, legs trembling, and you feel you must escape.|Upon parking the car, I become aware of physiological changes including an elevated heart rate and a distinct sensation in my head.~I open the car door, step out, and start walking toward the store, taking deliberate steps with a steady pace.~As the distance to the store entrance decreases, I observe a subtle shaking in my legs.~A spontaneous thought leads me to evaluate the situation, and I contemplate the option of not staying in this locale.~After a brief period of consideration, I make the choice to return to the car and leave the vicinity of the store.
335|Fear|Fear-1|Your heart pounds, you feel nauseous, and you are shaking as you drive yourself to the doctor; you are worried that you are going to die as you are unsure if you are sick or experiencing a panic attack.|I become aware of an increased heart rate and a sensation of discomfort in my stomach. My hands appear unsteady. I make the decision to operate a vehicle to seek medical advice.~As I maneuver the vehicle, I entertain the thought of various health conditions that might explain my physical state, though the exact cause remains elusive.~Upon reaching the medical facility, I find a parking space and use it. I proceed to the front desk to inform them of my arrival for the scheduled consultation.~I occupy a seat in the designated waiting area and remain there until I hear my name announced. Subsequently, I stand and walk behind a healthcare professional who guides me to a private room for assessments.~Shortly after, a medical practitioner enters the examination space, conducts a thorough health assessment, and initiates a conversation about the nature of my physical sensations and the various medical explanations that could account for them.
336|Fear|Fear-1|At the baseball park, you are walking and suddenly you feel an intense rush of fear; your heart is pounding, your breath is labored, and your stomach is in a knot.|I move along the paths of the baseball park, observing the surroundings.~I become aware of my heart rate increasing, my breaths becoming deeper and more frequent, and a noticeable tension within my stomach area.~I choose to halt my movement and stand in place.~I take the opportunity to conduct a self-evaluation, focusing on my current physical sensations.~Having spent some time in this state of self-assessment, I begin to walk again, maintaining a consistent pace.
337|Fear|Fear-1|The silence envelops you as you find yourself alone, the absence of company magnifying your sense of isolation and vulnerability.|I complete a sequence of assignments and glance at the clock. The hands indicate it's already late evening.~I scan the surroundings and realize that the space around me is void of others.~I am aware of the stillness, save for the continuous, low-level noises that are a backdrop to the setting.~I observe the emptiness of the area, noting the fact that there are no other individuals nearby.~I decide to stay in my current position, cognizant of the fact that I am alone in this environment.
342|Fear|Fear-2|You glance down and notice open wounds on your hands, oozing blood and causing a sharp, stinging pain.|As I examine my hands, I notice the presence of open wounds on the skin.~Upon closer inspection, I observe that blood is emerging from these wounds.~A sharp and stinging sensation is present, originating from the site of the wounds.~I initiate a search for a first-aid kit and successfully locate one to address the condition of my hands.~With the first-aid kit in hand, I proceed to apply the necessary medical items to the wounds, ensuring they are covered and protected.
343|Fear|Fear-2|In a crowded park, you spot people with severe deformities, their twisted limbs and distorted features standing out amidst the bustling crowd.|Upon entering the park, I am immediately aware of the various activities occurring around me. People are scattered throughout, some engaged in physical exercise, while others are absorbed in more leisurely pursuits.~As I make my way through the crowd, my attention is drawn to a distinct group of individuals. Their physical characteristics stand out, marked by unique limb formations and facial features that are not commonly seen.~I continue to take in the scene, noting how these individuals are integrated into the fabric of the park's ecosystem, participating and interacting just as any other park-goer would.~I stick to my intended path, weaving through the diverse crowds. I pass by a variety of groups, including the one that had earlier caught my eye, without altering my pace or direction.~Finally, I reach the opposite end of the park and exit. The walk through the crowded space is behind me, and I have moved from one side to the other without incident.
344|Fear|Fear-2|A nurse approaches you with a syringe in hand, and you feel a pang of anxiety as the needle pierces your skin, injecting a medication into your body.|I see a nurse approaching me, holding a syringe that appears to be ready for use.~I keep my gaze on the syringe while the nurse prepares the site on my arm for the injection.~I register the sensation of the needle as it pierces my skin, followed by the feeling of the medication being administered.~I observe the nurse as they promptly dispose of the syringe into a designated medical waste container.~I remain seated for the duration suggested by the nurse after the injection has been administered, and then I am informed that I am free to go.
345|Fear|Fear-2|You watch in disbelief as others around you, lined up in a clinic, wince at the prick of needles, their expressions mirroring your own fear and discomfort.|Upon entering the clinic, I find a seat and begin to wait, casually observing the others who are already in line before me.~While waiting, I become aware of the scene around me where individuals are receiving injections; each person is attended to by a healthcare professional who administers the needle.~Observing the process, I notice that after receiving their injections, individuals are provided with a small bandage which they place over the injection site before exiting the area.~As my name is called, I rise from my seat and make my way towards the indicated station, ready for my turn to be seen by the healthcare staff.~At the station, I am given the injection and become conscious of the needle's sensation as it pierces my skin, after which I apply a bandage to the site as instructed and then proceed to leave the clinic.
